Incident,Sequence,Relevance,Support,Max Relevance,Min Relevance
3,"[(2682, 'DC'), (2744, 'DC'), (4026, 'DC'), (4396, 'DC'), (4068, 'DC'), (4066, 'DC'), (3224, 'DC'), (2956, 'DC'), (2742, 'DC'), (4124, 'DC'), (3636, 'DC'), (3658, 'DC'), (4120, 'DC'), (4148, 'DC'), (2708, 'DC')]",7.308433734939759,0.6,12.180722891566266,2.4361445783132534
3,"[(2682, 'DC'), (2744, 'DC'), (4026, 'DC'), (4396, 'DC'), (4068, 'DC'), (4066, 'DC'), (3224, 'DC'), (2742, 'DC'), (4124, 'DC'), (3636, 'DC'), (3658, 'DC'), (4148, 'DC'), (2708, 'DC')]",6.8157303370786515,0.6,11.359550561797754,2.2719101123595506
3,"[(2682, 'DC'), (2744, 'DC'), (4026, 'DC'), (4068, 'DC'), (4066, 'DC'), (3224, 'DC'), (2742, 'DC'), (4124, 'DC'), (3636, 'DC'), (3658, 'DC'), (4120, 'DC'), (4148, 'DC'), (2708, 'DC')]",6.127272727272727,0.6,10.212121212121213,2.0424242424242425
3,"[(2744, 'DC'), (4026, 'DC'), (4078, 'DC'), (4068, 'DC'), (2742, 'DC'), (4148, 'DC')]",2.7201793721973093,0.6,4.533632286995515,0.9067264573991032
3,"[(2744, 'DC'), (4078, 'DC'), (4068, 'DC'), (2742, 'DC'), (4120, 'DC'), (4148, 'DC')]",2.7201793721973093,0.6,4.533632286995515,0.9067264573991032
3,"[(2744, 'DC'), (4078, 'DC'), (4066, 'DC'), (2742, 'DC'), (4120, 'DC'), (4148, 'DC')]",2.7080357142857143,0.6,4.513392857142857,0.9026785714285714
3,"[(4078, 'DC'), (4066, 'DC'), (4124, 'DC'), (2742, 'DC'), (4120, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(2744, 'DC'), (4078, 'DC'), (4068, 'DC'), (2742, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(2744, 'DC'), (4078, 'DC'), (4068, 'DC'), (2742, 'DC'), (3658, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(2744, 'DC'), (4078, 'DC'), (4124, 'DC'), (2742, 'DC'), (4120, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(4026, 'DC'), (4078, 'DC'), (4068, 'DC'), (2742, 'DC'), (4124, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(2744, 'DC'), (4026, 'DC'), (4078, 'DC'), (2742, 'DC'), (4124, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(2744, 'DC'), (4026, 'DC'), (4078, 'DC'), (4066, 'DC'), (2742, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(4078, 'DC'), (4068, 'DC'), (4124, 'DC'), (2742, 'DC'), (4120, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
3,"[(2744, 'DC'), (4026, 'DC'), (4078, 'DC'), (2742, 'DC'), (4120, 'DC'), (4148, 'DC')]",2.6959999999999997,0.6,4.493333333333333,0.8986666666666667
